%       "time"           "x"            "y"           "z"      "uindex"    "i"  "j"  "k"          "head"           "temp"           "pres"    "satn"           "epot"       "conc0001",            "vx"             "vy"             "vz"          "bhpr"            "kz" 
%
  0.140000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.60046292E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.150000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.66380268E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.150000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.60066915E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.160000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.67071863E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.160000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.60093330E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.170000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.67745039E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.170000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.60126336E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.180000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.68395801E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.180000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.60166684E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.190000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.69021348E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.190000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.60215055E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.200000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.69619853E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.200000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.60272044E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.210000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.70190277E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.210000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.60338153E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.220000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.70732197E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.220000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.60413779E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.230000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.71245676E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.230000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.60499215E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.240000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.71731140E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.240000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.60594650E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.250000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.72189289E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.250000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.60700172E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.260000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.72621018E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.260000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.60815774E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.270000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.73027361E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.270000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.60941358E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.280000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.73409438E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.280000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.61076752E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.290000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.73768422E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.290000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.61221708E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.300000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.74105505E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.300000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.61375918E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.310000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.74421881E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.310000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.61539023E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.320000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.74718729E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.320000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.61710619E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.330000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.74997195E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.330000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.61890265E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.340000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.75258389E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.340000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.62077496E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.350000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.75503379E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.350000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.62271824E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.360000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.75733183E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.360000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.62472748E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.370000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.75948769E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.370000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.62679760E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.380000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.76151055E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.380000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.62892348E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.390000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.76340906E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.390000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.63110002E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.400000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.76519140E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.400000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.63332218E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.410000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.76686523E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.410000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.63558500E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.420000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.76843774E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.420000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.63788365E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.430000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.76991568E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.430000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.64021342E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.440000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.77130534E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.440000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.64256978E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.450000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.77261261E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.450000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.64494836E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.460000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.77384300E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.460000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.64734497E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.470000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.77500163E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
  0.470000000E+01  0.190000E+02   0.310000E+02   0.100000E+01       477    10    16     1  0.10432577E+02   0.10000000E+02   0.19250582E+00   0.00000000E+00   0.00000000E+00   0.64975560E-01   0.71234332E-08   0.73747463E-07   0.00000000E+00   0.00000000E+00   0.85719887E-12
%
  0.480000000E+01  0.430000E+02   0.310000E+02   0.100000E+01       489    22    16     1  0.10527492E+02   0.10000000E+02   0.19343665E+00   0.00000000E+00   0.00000000E+00   0.77609327E-01   0.15089506E-07   0.27593387E-06   0.00000000E+00   0.00000000E+00   0.24612355E-11
